Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Avg_Reward_User_2	Avg_Reward_User_3	Avg_Reward_User_4	Avg_Reward_User_5	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Packet_Loss_Ratio_User_2	Packet_Loss_Ratio_User_3	Packet_Loss_Ratio_User_4	Packet_Loss_Ratio_User_5	Avg_Loss_User_0	Avg_Loss_User_1	Avg_Loss_User_2	Avg_Loss_User_3	Avg_Loss_User_4	Avg_Loss_User_5	Count_Change
255000	1.7616	0.2774	0.3950	0.2421	0.2559	0.2564	0.3349	0.9094	0.8710	0.9218	0.9168	0.9202	0.8911	0.457543	0.458267	0.471938	0.458596	0.458178	0.455592	164
256000	1.7618	0.2769	0.3951	0.2419	0.2559	0.2565	0.3355	0.9095	0.8710	0.9218	0.9168	0.9201	0.8909	0.457619	0.458407	0.471950	0.458729	0.458236	0.455634	172
257000	1.7621	0.2766	0.3950	0.2419	0.2560	0.2567	0.3360	0.9096	0.8711	0.9218	0.9168	0.9201	0.8907	0.457534	0.458518	0.471965	0.458829	0.458255	0.455637	151
258000	1.7624	0.2764	0.3949	0.2419	0.2561	0.2568	0.3364	0.9096	0.8711	0.9218	0.9167	0.9200	0.8907	0.457447	0.458628	0.471991	0.458929	0.458262	0.455654	160
259000	1.7626	0.2761	0.3947	0.2418	0.2563	0.2569	0.3368	0.9097	0.8711	0.9218	0.9166	0.9199	0.8905	0.457339	0.458729	0.472003	0.459016	0.458250	0.455660	155
260000	1.7629	0.2758	0.3945	0.2417	0.2565	0.2571	0.3373	0.9099	0.8712	0.9219	0.9166	0.9198	0.8903	0.457250	0.458826	0.472018	0.459095	0.458238	0.455668	181
261000	1.7630	0.2754	0.3946	0.2415	0.2565	0.2571	0.3379	0.9100	0.8712	0.9219	0.9166	0.9198	0.8901	0.457438	0.459030	0.472070	0.459148	0.458236	0.455678	167
262000	1.7630	0.2752	0.3945	0.2415	0.2564	0.2572	0.3382	0.9102	0.8712	0.9219	0.9166	0.9198	0.8900	0.457593	0.459205	0.472101	0.459179	0.458203	0.455661	128
263000	1.7631	0.2750	0.3944	0.2414	0.2564	0.2572	0.3386	0.9104	0.8712	0.9219	0.9166	0.9197	0.8899	0.457747	0.459373	0.472136	0.459214	0.458182	0.455639	153
264000	1.7631	0.2748	0.3943	0.2412	0.2567	0.2573	0.3388	0.9106	0.8712	0.9220	0.9165	0.9197	0.8899	0.457892	0.459531	0.472177	0.459248	0.458153	0.455615	148
265000	1.7631	0.2746	0.3942	0.2412	0.2570	0.2574	0.3388	0.9108	0.8713	0.9220	0.9164	0.9196	0.8899	0.458048	0.459707	0.472245	0.459313	0.458142	0.455594	120
266000	1.7630	0.2745	0.3942	0.2410	0.2572	0.2574	0.3388	0.9109	0.8713	0.9221	0.9163	0.9196	0.8898	0.458145	0.459836	0.472277	0.459410	0.458096	0.455574	151
267000	1.7633	0.2742	0.3940	0.2408	0.2575	0.2574	0.3394	0.9110	0.8714	0.9221	0.9162	0.9196	0.8896	0.458234	0.459958	0.472335	0.459508	0.458038	0.455546	189
268000	1.7636	0.2739	0.3938	0.2407	0.2577	0.2575	0.3400	0.9112	0.8714	0.9222	0.9161	0.9195	0.8894	0.458309	0.460074	0.472407	0.459607	0.457961	0.455508	157
269000	1.7638	0.2737	0.3937	0.2406	0.2578	0.2577	0.3404	0.9113	0.8715	0.9222	0.9161	0.9194	0.8893	0.458382	0.460187	0.472487	0.459701	0.457885	0.455475	160
270000	1.7638	0.2734	0.3935	0.2404	0.2578	0.2579	0.3408	0.9114	0.8715	0.9223	0.9161	0.9193	0.8891	0.458469	0.460309	0.472927	0.459816	0.457814	0.455453	193
271000	1.7640	0.2731	0.3937	0.2402	0.2578	0.2580	0.3411	0.9116	0.8714	0.9224	0.9161	0.9193	0.8890	0.458505	0.460374	0.473069	0.459933	0.457881	0.455465	217
272000	1.7641	0.2727	0.3941	0.2401	0.2576	0.2582	0.3415	0.9118	0.8712	0.9225	0.9162	0.9192	0.8889	0.458536	0.460445	0.473426	0.460009	0.457942	0.455476	180
273000	1.7642	0.2723	0.3945	0.2399	0.2574	0.2582	0.3418	0.9121	0.8711	0.9226	0.9162	0.9192	0.8888	0.458567	0.460510	0.473644	0.460133	0.457998	0.455485	171
274000	1.7642	0.2719	0.3950	0.2398	0.2572	0.2583	0.3420	0.9122	0.8709	0.9227	0.9163	0.9191	0.8886	0.458593	0.460580	0.473955	0.460246	0.458055	0.455500	196
275000	1.7643	0.2716	0.3955	0.2395	0.2570	0.2584	0.3423	0.9124	0.8707	0.9229	0.9164	0.9191	0.8886	0.458605	0.460635	0.474264	0.460320	0.458093	0.455504	206
276000	1.7643	0.2712	0.3961	0.2392	0.2568	0.2586	0.3425	0.9125	0.8705	0.9230	0.9164	0.9190	0.8886	0.458647	0.460835	0.474315	0.460381	0.458239	0.455560	212
277000	1.7645	0.2708	0.3968	0.2390	0.2565	0.2587	0.3426	0.9126	0.8702	0.9231	0.9165	0.9189	0.8885	0.458669	0.461002	0.474324	0.460424	0.458363	0.455588	232
278000	1.7645	0.2705	0.3972	0.2389	0.2562	0.2589	0.3428	0.9127	0.8701	0.9232	0.9166	0.9189	0.8884	0.458690	0.461155	0.474318	0.460469	0.458484	0.455620	242
279000	1.7646	0.2700	0.3978	0.2388	0.2560	0.2590	0.3431	0.9129	0.8699	0.9234	0.9167	0.9188	0.8883	0.458715	0.461311	0.474335	0.460518	0.458612	0.455658	261
280000	1.7647	0.2696	0.3983	0.2385	0.2557	0.2591	0.3435	0.9130	0.8697	0.9235	0.9167	0.9187	0.8882	0.458722	0.461442	0.474394	0.460552	0.458721	0.455682	242
281000	1.7646	0.2692	0.3985	0.2383	0.2555	0.2592	0.3439	0.9131	0.8698	0.9237	0.9168	0.9187	0.8880	0.458827	0.461658	0.474454	0.460648	0.458864	0.455775	226
282000	1.7645	0.2688	0.3987	0.2381	0.2552	0.2591	0.3446	0.9133	0.8696	0.9238	0.9169	0.9187	0.8878	0.458889	0.461845	0.474477	0.460711	0.458938	0.455824	237
283000	1.7645	0.2686	0.3990	0.2378	0.2550	0.2591	0.3450	0.9134	0.8695	0.9240	0.9169	0.9187	0.8877	0.458960	0.462037	0.474500	0.460778	0.459053	0.455892	218
284000	1.7645	0.2683	0.3994	0.2376	0.2548	0.2590	0.3454	0.9135	0.8694	0.9240	0.9170	0.9187	0.8875	0.459022	0.462205	0.474505	0.460835	0.459195	0.455946	228
285000	1.7646	0.2681	0.3996	0.2374	0.2547	0.2591	0.3456	0.9135	0.8693	0.9241	0.9170	0.9187	0.8875	0.459060	0.462344	0.474491	0.460875	0.459324	0.455977	194
286000	1.7647	0.2678	0.3999	0.2373	0.2546	0.2591	0.3460	0.9136	0.8693	0.9242	0.9171	0.9187	0.8873	0.459140	0.462506	0.474484	0.460930	0.459370	0.456024	214
287000	1.7647	0.2677	0.4001	0.2371	0.2546	0.2590	0.3463	0.9137	0.8692	0.9243	0.9171	0.9186	0.8872	0.459185	0.462639	0.474444	0.460953	0.459390	0.456054	260
288000	1.7648	0.2675	0.4001	0.2369	0.2545	0.2590	0.3466	0.9137	0.8692	0.9243	0.9170	0.9186	0.8871	0.459219	0.462758	0.474390	0.460971	0.459397	0.456077	225
289000	1.7648	0.2674	0.4001	0.2369	0.2547	0.2591	0.3467	0.9138	0.8692	0.9244	0.9170	0.9187	0.8871	0.459228	0.462872	0.474330	0.460980	0.459519	0.456105	213
290000	1.7649	0.2673	0.4002	0.2367	0.2548	0.2591	0.3468	0.9139	0.8691	0.9244	0.9170	0.9187	0.8870	0.459241	0.462985	0.474281	0.460994	0.459558	0.456131	243
291000	1.7650	0.2671	0.4009	0.2366	0.2546	0.2591	0.3468	0.9140	0.8688	0.9245	0.9170	0.9187	0.8871	0.459254	0.463111	0.474258	0.461003	0.459660	0.456149	267
292000	1.7652	0.2668	0.4016	0.2364	0.2547	0.2590	0.3467	0.9140	0.8686	0.9245	0.9169	0.9187	0.8872	0.459256	0.463222	0.474230	0.461026	0.459708	0.456161	257
293000	1.7654	0.2665	0.4020	0.2364	0.2552	0.2590	0.3463	0.9141	0.8685	0.9245	0.9167	0.9187	0.8873	0.459250	0.463318	0.474196	0.461038	0.459700	0.456161	221
294000	1.7656	0.2661	0.4025	0.2363	0.2556	0.2591	0.3460	0.9143	0.8683	0.9246	0.9166	0.9186	0.8874	0.459236	0.463402	0.474149	0.461037	0.459684	0.456152	286
295000	1.7658	0.2658	0.4032	0.2362	0.2559	0.2590	0.3457	0.9144	0.8681	0.9246	0.9165	0.9186	0.8874	0.459200	0.463467	0.474084	0.461014	0.459641	0.456132	240
296000	1.7658	0.2654	0.4040	0.2361	0.2560	0.2589	0.3454	0.9145	0.8678	0.9246	0.9165	0.9187	0.8875	0.459217	0.463637	0.474037	0.461022	0.459669	0.456144	302
297000	1.7660	0.2650	0.4049	0.2360	0.2560	0.2586	0.3454	0.9146	0.8676	0.9246	0.9164	0.9189	0.8874	0.459231	0.463794	0.473976	0.461042	0.459683	0.456137	304
298000	1.7661	0.2646	0.4054	0.2360	0.2562	0.2583	0.3455	0.9148	0.8675	0.9246	0.9164	0.9189	0.8875	0.459250	0.463948	0.473910	0.461061	0.459651	0.456126	280
299000	1.7660	0.2643	0.4059	0.2360	0.2564	0.2583	0.3452	0.9150	0.8674	0.9246	0.9163	0.9189	0.8876	0.459280	0.464110	0.473846	0.461092	0.459566	0.456125	246
300000	1.7659	0.2639	0.4062	0.2360	0.2565	0.2582	0.3451	0.9152	0.8673	0.9246	0.9163	0.9189	0.8876	0.459313	0.464273	0.473789	0.461113	0.459487	0.456128	271
301000	1.7659	0.2635	0.4065	0.2360	0.2566	0.2580	0.3453	0.9154	0.8674	0.9246	0.9162	0.9190	0.8874	0.459320	0.464463	0.473767	0.461129	0.459487	0.456087	285
302000	1.7659	0.2631	0.4064	0.2360	0.2570	0.2577	0.3457	0.9155	0.8675	0.9246	0.9161	0.9191	0.8873	0.459325	0.464663	0.473745	0.461155	0.459452	0.456049	288
303000	1.7658	0.2627	0.4062	0.2360	0.2571	0.2578	0.3459	0.9156	0.8676	0.9246	0.9161	0.9190	0.8872	0.459315	0.464846	0.473718	0.461177	0.459309	0.456012	245
304000	1.7659	0.2624	0.4059	0.2360	0.2573	0.2580	0.3462	0.9157	0.8677	0.9246	0.9160	0.9189	0.8871	0.459270	0.465011	0.473665	0.461188	0.459150	0.455960	236
305000	1.7660	0.2621	0.4058	0.2360	0.2577	0.2582	0.3463	0.9158	0.8677	0.9245	0.9159	0.9188	0.8871	0.459256	0.465182	0.473630	0.461420	0.459012	0.455930	253
306000	1.7659	0.2617	0.4061	0.2360	0.2577	0.2581	0.3463	0.9160	0.8676	0.9246	0.9160	0.9189	0.8870	0.459250	0.465353	0.473645	0.461510	0.458937	0.455948	318
307000	1.7658	0.2611	0.4063	0.2360	0.2578	0.2581	0.3465	0.9161	0.8677	0.9245	0.9159	0.9188	0.8870	0.459225	0.465483	0.473642	0.461591	0.458852	0.455947	272
308000	1.7658	0.2606	0.4064	0.2361	0.2579	0.2581	0.3467	0.9163	0.8677	0.9245	0.9159	0.9188	0.8869	0.459197	0.465598	0.473634	0.461668	0.458751	0.455940	254
309000	1.7658	0.2601	0.4065	0.2361	0.2580	0.2581	0.3469	0.9164	0.8677	0.9245	0.9158	0.9188	0.8868	0.459175	0.465731	0.473635	0.461749	0.458662	0.455943	264
310000	1.7658	0.2597	0.4067	0.2362	0.2581	0.2580	0.3471	0.9166	0.8677	0.9244	0.9158	0.9189	0.8867	0.459159	0.465860	0.473645	0.461839	0.458565	0.455947	260
311000	1.7660	0.2592	0.4070	0.2362	0.2582	0.2579	0.3474	0.9168	0.8675	0.9244	0.9157	0.9189	0.8867	0.459196	0.466015	0.473675	0.461923	0.458520	0.455987	293
312000	1.7659	0.2588	0.4072	0.2362	0.2583	0.2579	0.3474	0.9170	0.8676	0.9244	0.9157	0.9189	0.8866	0.459211	0.466141	0.473674	0.461993	0.458429	0.456008	245
313000	1.7659	0.2584	0.4072	0.2362	0.2585	0.2578	0.3477	0.9171	0.8675	0.9244	0.9156	0.9189	0.8865	0.459232	0.466275	0.473691	0.462076	0.458354	0.456034	271
314000	1.7660	0.2580	0.4075	0.2362	0.2585	0.2577	0.3481	0.9173	0.8674	0.9244	0.9156	0.9190	0.8863	0.459244	0.466402	0.473708	0.462147	0.458294	0.456064	271
315000	1.7659	0.2576	0.4077	0.2361	0.2585	0.2575	0.3485	0.9175	0.8674	0.9244	0.9157	0.9190	0.8862	0.459251	0.466520	0.473717	0.462209	0.458245	0.456084	275
316000	1.7658	0.2572	0.4081	0.2361	0.2584	0.2572	0.3488	0.9176	0.8673	0.9245	0.9156	0.9191	0.8861	0.459271	0.466729	0.473741	0.462320	0.458255	0.456127	296
317000	1.7659	0.2569	0.4084	0.2361	0.2584	0.2569	0.3491	0.9177	0.8673	0.9244	0.9156	0.9192	0.8860	0.459138	0.466909	0.473729	0.462410	0.458248	0.456140	266
318000	1.7660	0.2567	0.4085	0.2361	0.2585	0.2568	0.3494	0.9177	0.8673	0.9244	0.9156	0.9193	0.8859	0.459010	0.467085	0.473721	0.462501	0.458239	0.456153	249
319000	1.7660	0.2565	0.4087	0.2361	0.2586	0.2565	0.3495	0.9178	0.8673	0.9244	0.9156	0.9194	0.8859	0.458886	0.467262	0.473717	0.462588	0.458231	0.456170	221
320000	1.7660	0.2563	0.4090	0.2361	0.2588	0.2563	0.3495	0.9178	0.8673	0.9244	0.9155	0.9194	0.8859	0.458767	0.467448	0.473724	0.462690	0.458233	0.456193	267
321000	1.7660	0.2561	0.4094	0.2362	0.2587	0.2560	0.3495	0.9179	0.8671	0.9243	0.9156	0.9195	0.8859	0.458804	0.467589	0.473717	0.462668	0.458267	0.456213	313
322000	1.7659	0.2557	0.4099	0.2364	0.2587	0.2558	0.3494	0.9181	0.8670	0.9243	0.9155	0.9196	0.8859	0.458817	0.467705	0.473693	0.462655	0.458289	0.456215	229
323000	1.7660	0.2554	0.4104	0.2364	0.2587	0.2557	0.3493	0.9182	0.8668	0.9243	0.9155	0.9198	0.8860	0.458844	0.467833	0.473684	0.462656	0.458318	0.456228	254
324000	1.7661	0.2551	0.4111	0.2365	0.2587	0.2556	0.3491	0.9183	0.8666	0.9242	0.9156	0.9198	0.8860	0.458869	0.467956	0.473675	0.462661	0.458345	0.456243	237
325000	1.7661	0.2547	0.4115	0.2366	0.2587	0.2555	0.3492	0.9184	0.8665	0.9242	0.9155	0.9199	0.8860	0.458893	0.468075	0.473665	0.462663	0.458374	0.456253	255
326000	1.7662	0.2544	0.4123	0.2365	0.2586	0.2553	0.3490	0.9185	0.8662	0.9242	0.9156	0.9200	0.8861	0.458956	0.468271	0.473679	0.462698	0.458465	0.456316	283
327000	1.7662	0.2542	0.4131	0.2365	0.2584	0.2552	0.3488	0.9185	0.8660	0.9242	0.9156	0.9200	0.8861	0.458980	0.468440	0.473693	0.462711	0.458536	0.456359	251
328000	1.7663	0.2541	0.4137	0.2366	0.2583	0.2550	0.3487	0.9186	0.8659	0.9242	0.9157	0.9200	0.8861	0.459012	0.468609	0.473717	0.462733	0.458623	0.456413	266
329000	1.7663	0.2538	0.4141	0.2367	0.2582	0.2549	0.3486	0.9187	0.8658	0.9241	0.9157	0.9201	0.8862	0.459050	0.468774	0.473741	0.462748	0.458707	0.456457	258
330000	1.7663	0.2534	0.4147	0.2368	0.2580	0.2547	0.3486	0.9189	0.8656	0.9241	0.9157	0.9201	0.8861	0.459097	0.468938	0.473766	0.462766	0.458791	0.456504	274
331000	1.7663	0.2531	0.4155	0.2367	0.2578	0.2545	0.3486	0.9190	0.8653	0.9241	0.9158	0.9202	0.8861	0.459172	0.469107	0.473764	0.462829	0.458911	0.456601	347
332000	1.7664	0.2527	0.4166	0.2365	0.2576	0.2543	0.3486	0.9191	0.8650	0.9242	0.9159	0.9203	0.8862	0.459246	0.469262	0.473755	0.462899	0.459055	0.456698	324
333000	1.7663	0.2525	0.4174	0.2363	0.2575	0.2542	0.3484	0.9192	0.8649	0.9243	0.9159	0.9204	0.8863	0.459316	0.469412	0.473743	0.463004	0.459193	0.456888	283
334000	1.7661	0.2522	0.4181	0.2361	0.2574	0.2541	0.3482	0.9192	0.8647	0.9243	0.9159	0.9204	0.8865	0.459382	0.469551	0.473729	0.463071	0.459320	0.457105	262
335000	1.7659	0.2518	0.4189	0.2360	0.2573	0.2540	0.3480	0.9194	0.8644	0.9244	0.9159	0.9205	0.8867	0.459457	0.469706	0.473731	0.463155	0.459457	0.457287	335
336000	1.7660	0.2514	0.4200	0.2359	0.2572	0.2538	0.3477	0.9195	0.8641	0.9243	0.9160	0.9206	0.8868	0.459545	0.469860	0.473736	0.463258	0.459558	0.457355	295
337000	1.7660	0.2509	0.4208	0.2359	0.2571	0.2537	0.3476	0.9196	0.8639	0.9243	0.9160	0.9206	0.8869	0.459620	0.470000	0.473732	0.463362	0.459648	0.457397	288
338000	1.7661	0.2506	0.4217	0.2359	0.2569	0.2535	0.3475	0.9198	0.8637	0.9243	0.9160	0.9206	0.8869	0.459705	0.470140	0.473731	0.463469	0.459728	0.457434	318
339000	1.7661	0.2501	0.4223	0.2359	0.2568	0.2533	0.3477	0.9200	0.8636	0.9243	0.9161	0.9206	0.8868	0.459787	0.470267	0.473715	0.463571	0.459799	0.457421	272
340000	1.7661	0.2498	0.4227	0.2358	0.2566	0.2532	0.3480	0.9201	0.8635	0.9243	0.9162	0.9207	0.8866	0.459878	0.470399	0.473711	0.463678	0.459859	0.457386	244
341000	1.7661	0.2495	0.4232	0.2357	0.2563	0.2529	0.3485	0.9203	0.8634	0.9244	0.9162	0.9209	0.8865	0.459990	0.470578	0.473762	0.463787	0.459945	0.457524	352
342000	1.7661	0.2492	0.4236	0.2355	0.2562	0.2524	0.3492	0.9203	0.8633	0.9245	0.9163	0.9210	0.8862	0.460088	0.470749	0.473813	0.463899	0.460013	0.457643	334
343000	1.7663	0.2489	0.4241	0.2353	0.2561	0.2519	0.3499	0.9204	0.8631	0.9245	0.9163	0.9211	0.8860	0.460165	0.470919	0.473855	0.464016	0.460076	0.457760	361
344000	1.7665	0.2487	0.4247	0.2351	0.2560	0.2515	0.3506	0.9205	0.8629	0.9246	0.9163	0.9213	0.8858	0.460205	0.471076	0.473890	0.464125	0.460132	0.457876	365
345000	1.7666	0.2484	0.4252	0.2348	0.2560	0.2510	0.3511	0.9206	0.8628	0.9247	0.9163	0.9214	0.8857	0.460266	0.471242	0.473936	0.464238	0.460191	0.457994	347
346000	1.7667	0.2481	0.4261	0.2346	0.2559	0.2506	0.3514	0.9207	0.8624	0.9247	0.9163	0.9215	0.8857	0.460363	0.471430	0.473965	0.464335	0.460258	0.458053	413
347000	1.7668	0.2477	0.4273	0.2343	0.2558	0.2502	0.3516	0.9209	0.8622	0.9248	0.9164	0.9217	0.8856	0.460442	0.471587	0.473983	0.464409	0.460324	0.458080	346
348000	1.7668	0.2475	0.4279	0.2340	0.2557	0.2498	0.3519	0.9210	0.8621	0.9249	0.9163	0.9218	0.8854	0.460519	0.471739	0.473994	0.464475	0.460377	0.458109	335
349000	1.7667	0.2472	0.4286	0.2337	0.2556	0.2494	0.3523	0.9212	0.8618	0.9250	0.9164	0.9219	0.8853	0.460590	0.471879	0.474005	0.464542	0.460422	0.458144	373
350000	1.7667	0.2469	0.4293	0.2334	0.2555	0.2489	0.3527	0.9213	0.8618	0.9251	0.9164	0.9221	0.8852	0.460664	0.472022	0.474020	0.464614	0.460458	0.458191	364
351000	1.7665	0.2466	0.4300	0.2331	0.2554	0.2485	0.3529	0.9215	0.8614	0.9252	0.9165	0.9222	0.8852	0.460737	0.472156	0.474019	0.464654	0.460481	0.458222	427
352000	1.7666	0.2461	0.4312	0.2329	0.2552	0.2481	0.3531	0.9216	0.8611	0.9253	0.9165	0.9224	0.8851	0.460801	0.472274	0.473992	0.464681	0.460494	0.458238	425
353000	1.7666	0.2458	0.4322	0.2326	0.2550	0.2476	0.3534	0.9217	0.8608	0.9254	0.9167	0.9225	0.8850	0.460856	0.472383	0.474032	0.464709	0.460501	0.458250	423
354000	1.7665	0.2453	0.4331	0.2324	0.2547	0.2472	0.3538	0.9219	0.8605	0.9255	0.9168	0.9226	0.8848	0.460905	0.472481	0.474090	0.464832	0.460501	0.458256	366
355000	1.7664	0.2449	0.4341	0.2321	0.2545	0.2469	0.3540	0.9220	0.8602	0.9257	0.9169	0.9227	0.8848	0.460950	0.472573	0.474107	0.464918	0.460496	0.458262	405
356000	1.7665	0.2445	0.4352	0.2318	0.2542	0.2465	0.3543	0.9221	0.8600	0.9257	0.9170	0.9228	0.8846	0.461025	0.472711	0.474166	0.465016	0.460511	0.458269	424
357000	1.7664	0.2441	0.4358	0.2316	0.2539	0.2461	0.3548	0.9222	0.8599	0.9258	0.9171	0.9229	0.8844	0.461073	0.472817	0.474201	0.465100	0.460492	0.458249	411
358000	1.7664	0.2437	0.4363	0.2314	0.2537	0.2458	0.3554	0.9223	0.8597	0.9259	0.9171	0.9230	0.8842	0.461112	0.472919	0.474220	0.465178	0.460459	0.458221	353
359000	1.7664	0.2434	0.4369	0.2313	0.2535	0.2456	0.3558	0.9224	0.8596	0.9259	0.9172	0.9231	0.8841	0.461152	0.473020	0.474252	0.465265	0.460440	0.458202	375
360000	1.7665	0.2430	0.4375	0.2311	0.2533	0.2454	0.3563	0.9226	0.8594	0.9260	0.9172	0.9231	0.8839	0.461192	0.473121	0.474274	0.465349	0.460420	0.458181	390
361000	1.7666	0.2426	0.4384	0.2309	0.2531	0.2450	0.3566	0.9227	0.8591	0.9260	0.9173	0.9232	0.8839	0.461266	0.473236	0.474265	0.465457	0.460417	0.458197	454
362000	1.7667	0.2422	0.4394	0.2308	0.2530	0.2447	0.3566	0.9228	0.8589	0.9260	0.9173	0.9233	0.8839	0.461349	0.473348	0.474253	0.465565	0.460394	0.458228	394
363000	1.7666	0.2418	0.4401	0.2306	0.2529	0.2445	0.3567	0.9230	0.8586	0.9261	0.9173	0.9234	0.8839	0.461412	0.473442	0.474217	0.465662	0.460357	0.458250	434
364000	1.7666	0.2413	0.4409	0.2305	0.2528	0.2443	0.3567	0.9231	0.8585	0.9261	0.9174	0.9234	0.8839	0.461486	0.473541	0.474185	0.465770	0.460314	0.458303	399
365000	1.7665	0.2409	0.4413	0.2303	0.2527	0.2442	0.3571	0.9233	0.8585	0.9262	0.9174	0.9234	0.8838	0.461557	0.473640	0.474161	0.465883	0.460284	0.458329	361
366000	1.7664	0.2405	0.4416	0.2300	0.2526	0.2441	0.3575	0.9233	0.8584	0.9263	0.9174	0.9235	0.8836	0.461655	0.473766	0.474137	0.465995	0.460322	0.458384	352
367000	1.7666	0.2403	0.4420	0.2299	0.2526	0.2439	0.3579	0.9234	0.8583	0.9263	0.9174	0.9235	0.8835	0.461757	0.473888	0.474091	0.466111	0.460364	0.458450	333
368000	1.7667	0.2400	0.4422	0.2298	0.2526	0.2437	0.3584	0.9235	0.8583	0.9263	0.9174	0.9236	0.8833	0.461841	0.473997	0.474028	0.466212	0.460381	0.458503	312
369000	1.7667	0.2397	0.4422	0.2297	0.2526	0.2436	0.3588	0.9235	0.8584	0.9264	0.9174	0.9236	0.8832	0.461925	0.474106	0.473974	0.466312	0.460401	0.458555	291
370000	1.7666	0.2396	0.4423	0.2295	0.2527	0.2434	0.3592	0.9236	0.8584	0.9264	0.9174	0.9236	0.8831	0.462007	0.474210	0.473923	0.466402	0.460413	0.458612	304
371000	1.7666	0.2394	0.4426	0.2294	0.2526	0.2431	0.3595	0.9237	0.8583	0.9265	0.9174	0.9237	0.8830	0.462086	0.474353	0.473909	0.466461	0.460471	0.458652	412
372000	1.7666	0.2392	0.4430	0.2293	0.2526	0.2430	0.3595	0.9237	0.8582	0.9265	0.9174	0.9238	0.8830	0.462135	0.474468	0.473866	0.466506	0.460574	0.458666	312
373000	1.7666	0.2390	0.4435	0.2292	0.2527	0.2428	0.3596	0.9238	0.8580	0.9265	0.9174	0.9239	0.8830	0.462188	0.474587	0.473834	0.466555	0.460672	0.458688	326
374000	1.7667	0.2388	0.4441	0.2292	0.2527	0.2425	0.3595	0.9238	0.8579	0.9265	0.9173	0.9241	0.8830	0.462244	0.474706	0.473802	0.466605	0.460749	0.458706	369
375000	1.7669	0.2386	0.4445	0.2291	0.2527	0.2422	0.3597	0.9238	0.8578	0.9266	0.9173	0.9242	0.8829	0.462313	0.474841	0.473791	0.466662	0.460833	0.458743	374
376000	1.7669	0.2384	0.4450	0.2289	0.2527	0.2420	0.3598	0.9240	0.8577	0.9266	0.9173	0.9242	0.8829	0.462424	0.474991	0.473816	0.466696	0.460925	0.458770	418
377000	1.7669	0.2381	0.4455	0.2287	0.2528	0.2420	0.3598	0.9240	0.8576	0.9267	0.9173	0.9242	0.8828	0.462494	0.475105	0.473837	0.466705	0.460982	0.458777	349
378000	1.7669	0.2378	0.4461	0.2286	0.2527	0.2419	0.3599	0.9241	0.8574	0.9268	0.9173	0.9242	0.8828	0.462554	0.475215	0.473868	0.466721	0.461043	0.458786	344
379000	1.7670	0.2375	0.4465	0.2285	0.2527	0.2418	0.3599	0.9242	0.8573	0.9269	0.9173	0.9242	0.8828	0.462625	0.475330	0.473904	0.466737	0.461101	0.458793	350
380000	1.7669	0.2373	0.4469	0.2285	0.2527	0.2417	0.3599	0.9243	0.8572	0.9269	0.9173	0.9243	0.8828	0.462694	0.475438	0.473897	0.466748	0.461157	0.458803	347
381000	1.7668	0.2371	0.4471	0.2284	0.2527	0.2415	0.3600	0.9243	0.8571	0.9269	0.9173	0.9244	0.8827	0.462754	0.475542	0.473950	0.466841	0.461213	0.458857	393
382000	1.7669	0.2368	0.4475	0.2284	0.2527	0.2412	0.3602	0.9244	0.8570	0.9269	0.9173	0.9244	0.8826	0.462761	0.475622	0.473981	0.466912	0.461243	0.458885	394
383000	1.7670	0.2367	0.4478	0.2283	0.2527	0.2410	0.3605	0.9244	0.8569	0.9269	0.9173	0.9245	0.8826	0.462778	0.475688	0.474004	0.466983	0.461265	0.458914	373
384000	1.7669	0.2365	0.4480	0.2283	0.2526	0.2408	0.3606	0.9246	0.8569	0.9269	0.9174	0.9245	0.8825	0.462855	0.475761	0.474027	0.467061	0.461295	0.458946	308
385000	1.7668	0.2363	0.4482	0.2283	0.2526	0.2407	0.3608	0.9247	0.8569	0.9269	0.9174	0.9246	0.8824	0.462895	0.475820	0.474031	0.467125	0.461310	0.458959	358
386000	1.7668	0.2360	0.4490	0.2282	0.2524	0.2404	0.3608	0.9248	0.8565	0.9270	0.9174	0.9246	0.8825	0.462940	0.475917	0.474041	0.467188	0.461365	0.459027	441
387000	1.7669	0.2357	0.4499	0.2280	0.2523	0.2403	0.3607	0.9249	0.8563	0.9270	0.9175	0.9246	0.8825	0.462980	0.476006	0.474049	0.467249	0.461406	0.459092	402
388000	1.7668	0.2353	0.4504	0.2278	0.2523	0.2403	0.3608	0.9251	0.8561	0.9271	0.9175	0.9246	0.8824	0.462991	0.476062	0.474032	0.467281	0.461411	0.459141	361
389000	1.7669	0.2349	0.4510	0.2277	0.2522	0.2402	0.3609	0.9252	0.8560	0.9271	0.9175	0.9247	0.8824	0.462989	0.476114	0.474013	0.467310	0.461420	0.459189	397
390000	1.7669	0.2346	0.4515	0.2276	0.2520	0.2400	0.3612	0.9253	0.8558	0.9271	0.9176	0.9247	0.8823	0.463008	0.476173	0.474009	0.467354	0.461441	0.459249	437
391000	1.7668	0.2343	0.4520	0.2275	0.2517	0.2398	0.3615	0.9254	0.8558	0.9271	0.9177	0.9248	0.8822	0.463053	0.476241	0.474012	0.467391	0.461488	0.459280	398
